epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,343.606,0.44716,0.29039,0.81289,0.78301,0.75828,0.77862,0.59422,0.97597,0.89267,1.02696,0.00013625,0.00013625,0.00013625
182,345.371,0.45751,0.3055,0.81856,0.86546,0.75998,0.78545,0.58767,0.98817,0.89868,1.02736,0.000130062,0.000130062,0.000130062
183,347.132,0.45282,0.29452,0.81541,0.87208,0.75998,0.79256,0.58568,0.976,0.90359,1.02236,0.000123875,0.000123875,0.000123875
184,348.954,0.44322,0.28508,0.81029,0.8683,0.75443,0.79201,0.58658,0.96879,0.89515,1.02287,0.000117687,0.000117687,0.000117687
185,350.683,0.43575,0.29078,0.8118,0.8863,0.74421,0.77631,0.58688,0.97587,0.89751,1.0259,0.0001115,0.0001115,0.0001115
186,352.459,0.45251,0.29771,0.81839,0.72593,0.76447,0.75702,0.57465,0.97567,0.90451,1.02835,0.000105312,0.000105312,0.000105312
187,354.245,0.43286,0.2866,0.81057,0.70593,0.76666,0.75794,0.57062,0.98005,0.90698,1.0307,9.9125e-05,9.9125e-05,9.9125e-05
188,356.251,0.43847,0.28419,0.81036,0.69629,0.76933,0.75411,0.56881,0.98847,0.9102,1.03387,9.29375e-05,9.29375e-05,9.29375e-05
189,358.145,0.45528,0.29892,0.81017,0.69461,0.77065,0.75491,0.57802,0.98811,0.91532,1.03272,8.675e-05,8.675e-05,8.675e-05
190,359.962,0.43011,0.28178,0.80756,0.6958,0.77338,0.75624,0.57417,0.99251,0.91925,1.03519,8.05625e-05,8.05625e-05,8.05625e-05
191,364.007,0.50566,0.36399,0.82231,0.69478,0.77293,0.75199,0.56767,0.98009,0.91945,1.03425,7.4375e-05,7.4375e-05,7.4375e-05
192,366.109,0.43812,0.29594,0.80615,0.71593,0.75628,0.73552,0.55922,0.96719,0.90381,1.03976,6.81875e-05,6.81875e-05,6.81875e-05
193,367.915,0.4597,0.29473,0.80937,0.7286,0.75258,0.73641,0.56624,0.966,0.90436,1.0441,6.2e-05,6.2e-05,6.2e-05
194,369.744,0.44368,0.28321,0.80691,0.72236,0.75312,0.74458,0.57619,0.95338,0.91174,1.04371,5.58125e-05,5.58125e-05,5.58125e-05
195,371.561,0.45341,0.30429,0.80842,0.6991,0.75258,0.74201,0.57885,0.94951,0.91773,1.04394,4.9625e-05,4.9625e-05,4.9625e-05
196,373.47,0.4114,0.27315,0.79917,0.69266,0.75843,0.744,0.57923,0.95215,0.91095,1.04421,4.34375e-05,4.34375e-05,4.34375e-05
197,375.342,0.42015,0.27615,0.8014,0.69739,0.75994,0.74368,0.58333,0.95674,0.91351,1.04721,3.725e-05,3.725e-05,3.725e-05
198,377.18,0.42386,0.28117,0.80597,0.69377,0.75998,0.74093,0.58012,0.96286,0.91778,1.05028,3.10625e-05,3.10625e-05,3.10625e-05
199,378.957,0.40308,0.26671,0.7996,0.69626,0.76184,0.73921,0.57669,0.96486,0.91679,1.05288,2.4875e-05,2.4875e-05,2.4875e-05
200,380.805,0.39146,0.25896,0.79709,0.70905,0.76103,0.74305,0.57872,0.96209,0.91459,1.05121,1.86875e-05,1.86875e-05,1.86875e-05
